img_id,pedestrian_id,bbox,keypoints,target
2013,3456,"[97, 80, 407, 583]","[0.5015526738309971, 0.16380913679618003, 2, 0.5330010847626947, 0.14185458576839108, 2, 0.4686747896751312, 0.14385045404364463, 2, 0.5601610760218884, 0.115908298190095, 2, 0.430079012622593, 0.12089796887822889, 2, 0.6633906633906634, 0.18010291595197256, 2, 0.3931203931203931, 0.20754716981132076, 2, 0.8427518427518428, 0.16638078902229847, 1, 0.26535626535626533, 0.16638078902229847, 1, 0.9262899262899262, 0.18181818181818182, 2, 0.09090909090909091, 0.0823327615780446, 2, 0.7076167076167076, 0.4631217838765009, 1, 0.5577395577395577, 0.4699828473413379, 2, 0.6191646191646192, 0.6706689536878216, 2, 0.5135135135135135, 0.6397941680960549, 2]","[0.5368550368550369, 0.8379073756432247]"
2015,3459,"[23, 96, 363, 600]","[0.6576786059930934, 0.1525307952365237, 2, 0.6828679026244311, 0.12741380121588705, 2, 0.6180287872215432, 0.12515609388818935, 2, 0, 0, 0, 0.5270674382750459, 0.1291070817116603, 2, 0.7603305785123967, 0.20833333333333334, 2, 0.42424242424242425, 0.20333333333333334, 2, 0.931129476584022, 0.3283333333333333, 2, 0.2369146005509642, 0.23166666666666666, 2, 0.9201101928374655, 0.39166666666666666, 2, 0.10743801652892562, 0.33166666666666667, 2, 0.6446280991735537, 0.5466666666666666, 2, 0.43526170798898073, 0.5216666666666666, 2, 0.5757575757575758, 0.755, 2, 0.5674931129476584, 0.665, 2]","[0.38980716253443526, 0.8358333333333333]"
2015,3460,"[109, 27, 312, 676]","[0.6773971929124977, 0.14389050720500116, 2, 0.7167985275256833, 0.12388675270907623, 2, 0.6340557248379938, 0.12237131676241524, 2, 0.7640801290615057, 0.12782688617039478, 2, 0.5723269672773365, 0.12752379898106256, 2, 0.907051282051282, 0.20710059171597633, 2, 0.46794871794871795, 0.23224852071005916, 1, 0.8525641025641025, 0.23520710059171598, 2, 0.4198717948717949, 0.31952662721893493, 2, 0.8782051282051282, 0.34615384615384615, 2, 0.6506410256410257, 0.2455621301775148, 2, 0.7083333333333334, 0.5088757396449705, 2, 0.47435897435897434, 0.5192307692307693, 1, 0.7660256410256411, 0.6227810650887574, 2, 0.32051282051282054, 0.7233727810650887, 1]","[0.3557692307692307, 0.8439349112426036]"
2016,3461,"[279, 18, 212, 525]","[0.6549253833920577, 0.1278024021170803, 2, 0.7093943568166283, 0.10980641920901443, 2, 0.5880770978255397, 0.10780686555256268, 2, 0, 0, 0, 0.45685638912089294, 0.12880217894530618, 2, 0.6745283018867925, 0.24761904761904763, 2, 0.33490566037735847, 0.2342857142857143, 2, 0.5801886792452831, 0.37714285714285717, 2, 0.19339622641509435, 0.36, 2, 0.6179245283018868, 0.5047619047619047, 2, 0.14150943396226415, 0.49142857142857144, 2, 0.6320754716981132, 0.5504761904761905, 2, 0.4056603773584906, 0.5542857142857143, 2, 0.7405660377358491, 0.7066666666666667, 2, 0.4056603773584906, 0.7466666666666667, 2]","[0.5165094339622642, 0.8828571428571428]"
2017,3462,"[162, 244, 201, 418]","[0.38590467621171115, 0.14253983152959068, 2, 0.4311436338348225, 0.12248126059069099, 2, 0.3800294869100083, 0.11711347400140801, 2, 0, 0, 0, 0, 0, 0, 0.7014925373134329, 0.24880382775119617, 2, 0.34328358208955223, 0.25598086124401914, 2, 0.7512437810945274, 0.3923444976076555, 2, 0.2835820895522388, 0.39952153110047844, 2, 0.6766169154228856, 0.4784688995215311, 2, 0.4129353233830846, 0.4880382775119617, 2, 0.6517412935323383, 0.5717703349282297, 2, 0.44776119402985076, 0.5741626794258373, 2, 0.6368159203980099, 0.7535885167464115, 2, 0.42786069651741293, 0.7488038277511961, 2]","[0.48507462686567165, 0.9066985645933014]"
2018,3463,"[296, 134, 343, 490]","[0.5347939288419794, 0.14811113457310465, 2, 0.5639890692204165, 0.1168551607561897, 2, 0.5219137198514925, 0.11925946643441397, 2, 0, 0, 0, 0, 0, 0, 0.7959183673469388, 0.19795918367346937, 1, 0.48104956268221577, 0.20408163265306123, 2, 0.9008746355685131, 0.12244897959183673, 1, 0.45481049562682213, 0.3020408163265306, 2, 0.7142857142857143, 0.018367346938775512, 1, 0.4110787172011662, 0.4142857142857143, 2, 0.6880466472303207, 0.5673469387755102, 1, 0.4897959183673469, 0.5571428571428572, 1, 0.9212827988338192, 0.789795918367347, 2, 0.2594752186588921, 0.6959183673469388, 2]","[0.5903790087463557, 0.9204081632653061]"
2019,3464,"[244, 42, 195, 563]","[0.7942876810763787, 0.12529347317915845, 2, 0, 0, 0, 0.7356541121674967, 0.09873652811385654, 2, 0, 0, 0, 0.5838082029419295, 0.11071318961389466, 2, 0.9025641025641026, 0.22202486678507993, 1, 0.4, 0.23268206039076378, 2, 1.0, 0.3605683836589698, 1, 0.08717948717948718, 0.3197158081705151, 2, 1.0461538461538462, 0.4866785079928952, 1, 0.2, 0.2255772646536412, 2, 0.8256410256410256, 0.5186500888099467, 2, 0.5025641025641026, 0.5168738898756661, 2, 0.6205128205128205, 0.7211367673179396, 2, 0.6717948717948717, 0.7300177619893428, 2]","[0.6358974358974359, 0.9209591474245116]"
2021,3468,"[322, 99, 95, 410]","[0, 0, 0, 0, 0, 0, 0.8631777911664645, 0.10982596889626806, 2, 0, 0, 0, 0, 0, 0, 0.9157894736842105, 0.1975609756097561, 1, 0.37894736842105264, 0.2097560975609756, 2, 1.3368421052631578, 0.23170731707317074, 1, 0.7684210526315789, 0.22682926829268293, 1, 1.5263157894736843, 0.15365853658536585, 1, 1.0, 0.16585365853658537, 1, 0.7368421052631579, 0.5390243902439025, 2, 0.3894736842105263, 0.5365853658536586, 1, 0.7263157894736842, 0.7463414634146341, 1, 0.28421052631578947, 0.7463414634146341, 1]","[0.3789473684210526, 0.9317073170731707]"
2023,3471,"[223, 76, 317, 622]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.35141378103408283, 0.20314099811116798, 2, 0, 0, 0, 0.22397476340694006, 0.19935691318327975, 2, 0.4952681388012618, 0.26366559485530544, 2, 0.07255520504731862, 0.14790996784565916, 2, 0.6340694006309149, 0.28135048231511256, 2, -0.022082018927444796, 0.16237942122186494, 1, 0.7981072555205048, 0.2202572347266881, 2, 0.17665615141955837, 0.5176848874598071, 2, 0.30914826498422715, 0.522508038585209, 2, 0.2618296529968454, 0.7427652733118971, 2, 0.4353312302839117, 0.7331189710610932, 2]","[0.1829652996845426, 0.9244372990353698]"
2024,3472,"[78, 46, 274, 688]","[0.7521902184381061, 0.11524075753537938, 2, 0, 0, 0, 0.7123790778597274, 0.09749823717379434, 2, 0, 0, 0, 0.5730400858354017, 0.10353824410539775, 2, 0.5291970802919708, 0.16715116279069767, 1, 0.44525547445255476, 0.2063953488372093, 2, 0.6423357664233577, 0.27761627906976744, 2, 0.7116788321167883, 0.3372093023255814, 2, 0.8065693430656934, 0.3444767441860465, 1, 0.9635036496350365, 0.2558139534883721, 2, 0.2737226277372263, 0.48691860465116277, 2, 0.2956204379562044, 0.4883720930232558, 2, 0.22627737226277372, 0.7238372093023255, 2, 0.4744525547445255, 0.6744186046511628, 2]","[0.2408759124087591, 0.9454941860465116]"
2024,3473,"[134, 73, 199, 662]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7770275407823102, 0.08315268379882193, 2, 0, 0, 0, 0.8140703517587939, 0.14501510574018128, 2, 0.9095477386934674, 0.17673716012084592, 2, 0.32663316582914576, 0.11329305135951662, 2, 0.49246231155778897, 0.20090634441087613, 1, 0.21608040201005024, 0.0634441087613293, 2, 0.15577889447236182, 0.17673716012084592, 1, 0.5829145728643216, 0.48338368580060426, 2, 0.6381909547738693, 0.48338368580060426, 2, 0.6030150753768844, 0.729607250755287, 2, 0.6633165829145728, 0.7311178247734139, 2]","[0.6633165829145728, 0.9546827794561934]"
2025,3474,"[289, 30, 228, 557]","[0.2786051597986284, 0.10998279918718298, 2, 0.30246943487659256, 0.08119142961376852, 2, 0.22585255173155006, 0.0925023248033242, 2, 0.364014144288184, 0.07707837681756645, 2, 0.1391875527642068, 0.11306758878433452, 2, 0.5307017543859649, 0.1310592459605027, 2, 0.17543859649122806, 0.23877917414721722, 1, 0.9078947368421053, 0.08797127468581688, 2, 0.2894736842105263, 0.37881508078994613, 2, 0.8728070175438597, 0.17055655296229802, 2, 0.4824561403508772, 0.3393177737881508, 2, 0.5877192982456141, 0.4919210053859964, 2, 0.37719298245614036, 0.4865350089766607, 2, 0.47368421052631576, 0.7109515260323159, 2, 0.2412280701754386, 0.7091561938958707, 2]","[0.28728070175438597, 0.9201077199281866]"
2025,3475,"[301, 18, 253, 576]","[0.5917066591406878, 0.13127936356204437, 2, 0.6463599451193157, 0.10833434341122015, 2, 0.5640053850761411, 0.10337825691100466, 2, 0.7378547602398482, 0.11135000166844458, 2, 0, 0, 0, 0.758893280632411, 0.234375, 1, 0.4624505928853755, 0.14756944444444445, 1, 0.4901185770750988, 0.3506944444444444, 1, 0.2015810276679842, 0.14756944444444445, 1, 0.22134387351778656, 0.3402777777777778, 2, 0.05533596837944664, 0.2170138888888889, 2, 0.841897233201581, 0.4947916666666667, 2, 0.6719367588932806, 0.5052083333333334, 2, 0.8260869565217391, 0.7309027777777778, 2, 0.5849802371541502, 0.7274305555555556, 2]","[0.8379446640316206, 0.9366319444444444]"
2026,3477,"[417, 87, 450, 465]","[0.6892800278004435, 0.16204190681420322, 2, 0.7104896202918523, 0.14341114814929323, 2, 0.6670915310402004, 0.1254119406255667, 2, 0, 0, 0, 0.6015049450283054, 0.11214936666071557, 2, 0.5977777777777777, 0.221505376344086, 2, 0.5422222222222223, 0.1935483870967742, 2, 0.5488888888888889, 0.46236559139784944, 2, 0.6933333333333334, 0.3763440860215054, 2, 0.6444444444444445, 0.5849462365591398, 2, 0.8444444444444444, 0.4924731182795699, 2, 0.42444444444444446, 0.5526881720430108, 2, 0.40444444444444444, 0.5311827956989247, 2, 0.46444444444444444, 0.8881720430107527, 2, 0.7044444444444444, 0.6365591397849463, 2]","[0.3077777777777778, 0.8408602150537634]"
2027,3478,"[37, 1, 379, 790]","[0.1749522467825538, 0.12277616129956238, 2, 0.20100615268565317, 0.0958040331297915, 2, 0, 0, 0, 0.2758897862376662, 0.05542273268371098, 2, 0, 0, 0, 0.5092348284960422, 0.11139240506329114, 2, 0.09498680738786279, 0.16582278481012658, 2, 0.762532981530343, 0.1949367088607595, 1, 0.11345646437994723, 0.32151898734177214, 2, 0.9129287598944591, 0.21645569620253163, 2, 0.11609498680738786, 0.4759493670886076, 2, 0.49604221635883905, 0.47468354430379744, 2, 0.2532981530343008, 0.4759493670886076, 2, 0.47757255936675463, 0.6518987341772152, 2, 0.3034300791556728, 0.7113924050632912, 2]","[0.5197889182058048, 0.8436708860759494]"
2029,3482,"[22, 10, 424, 740]","[0.6221960907408458, 0.21930309202539197, 2, 0.6721774264223795, 0.18721478156309576, 2, 0.5746234941283019, 0.18341939000303922, 2, 0, 0, 0, 0.47658164688391713, 0.1792929220487774, 2, 0.7358490566037735, 0.32837837837837835, 1, 0.3632075471698113, 0.31486486486486487, 1, 0.8844339622641509, 0.4594594594594595, 2, 0.294811320754717, 0.39594594594594595, 2, 0.8679245283018868, 0.4554054054054054, 2, 0.25235849056603776, 0.4189189189189189, 2, 0.7075471698113207, 0.522972972972973, 2, 0.3938679245283019, 0.527027027027027, 2, 0.8608490566037735, 0.6351351351351351, 1, 0.25707547169811323, 0.6418918918918919, 1]","[0.5495283018867925, 0.8837837837837837]"
2030,3483,"[164, 191, 224, 543]","[0.3380021948334045, 0.04058509124479723, 2, 0, 0, 0, 0.28365625061930516, 0.047178900964198314, 2, 0, 0, 0, 0.2570160818869036, 0.10036896603403356, 2, 0.4732142857142857, 0.13443830570902393, 1, 0.38839285714285715, 0.19705340699815838, 2, 0.7008928571428571, 0.23756906077348067, 1, 0.6428571428571429, 0.3149171270718232, 2, 0.7946428571428571, 0.31307550644567217, 1, 0.8258928571428571, 0.35543278084714547, 2, 0.5803571428571429, 0.4732965009208103, 1, 0.45535714285714285, 0.47513812154696133, 2, 0.6205357142857143, 0.6758747697974218, 1, 0.44642857142857145, 0.6979742173112339, 1]","[0.5223214285714286, 0.9116022099447514]"
2031,3484,"[0, 212, 557, 522]","[0.6815185131763026, 0.09536965792879037, 2, 0.683861074882425, 0.07946292143946414, 2, 0.6548984937885483, 0.07264574865832432, 2, 0, 0, 0, 0.5995288534620193, 0.08741628968412726, 2, 0.6912028725314183, 0.22988505747126436, 2, 0.5278276481149012, 0.18007662835249041, 2, 0.8043087971274686, 0.32950191570881227, 1, 0.4883303411131059, 0.3371647509578544, 2, 0.9066427289048474, 0.4157088122605364, 1, 0.651705565529623, 0.38697318007662834, 1, 0.5278276481149012, 0.524904214559387, 2, 0.4236983842010772, 0.49616858237547895, 2, 0.6929982046678635, 0.6417624521072797, 2, 0.236983842010772, 0.7183908045977011, 2]","[0.3105924596050269, 0.8591954022988506]"
2032,3486,"[153, 123, 676, 605]","[0.29517828020566844, 0.13709965026624227, 2, 0.30920502889415585, 0.11306792700358635, 2, 0.2750732737521697, 0.11776978590280164, 2, 0.34614213377383946, 0.10627635303805312, 2, 0.2554358255882873, 0.12142678726885797, 2, 0.4408284023668639, 0.17024793388429751, 2, 0.2455621301775148, 0.23305785123966943, 2, 0.6050295857988166, 0.18181818181818182, 2, 0.16568047337278108, 0.3504132231404959, 2, 0.7041420118343196, 0.28760330578512394, 2, 0.10502958579881656, 0.4099173553719008, 2, 0.5458579881656804, 0.45950413223140496, 2, 0.4467455621301775, 0.5107438016528926, 2, 0.6627218934911243, 0.6495867768595042, 2, 0.40828402366863903, 0.7289256198347107, 2]","[0.6664201183431953, 0.7867768595041322]"
2032,3487,"[357, 13, 423, 712]","[0.6886913352187713, 0.3683238241759175, 2, 0.7256328440069353, 0.3500011061857257, 2, 0.6714067760610064, 0.3429539069587289, 2, 0, 0, 0, 0.5992183231079886, 0.3171812926428547, 2, 0.624113475177305, 0.4311797752808989, 2, 0.5011820330969267, 0.2851123595505618, 2, 0.6855791962174941, 0.49157303370786515, 2, 0.30260047281323876, 0.18258426966292135, 2, 0.8652482269503546, 0.5617977528089888, 2, 0.30023640661938533, 0.12078651685393259, 2, 0.34988179669030733, 0.5308988764044944, 1, 0.16548463356973994, 0.5140449438202247, 1, 0.5437352245862884, 0.699438202247191, 1, 0.15839243498817968, 0.7471910112359551, 1]","[0.317966903073286, 0.8827247191011236]"
2037,3495,"[347, 106, 382, 589]","[0.768624977043782, 0.14178806155777496, 2, 0, 0, 0, 0.7455384791823969, 0.11420639089324817, 2, 0, 0, 0, 0.6527064562029327, 0.10364655126740084, 2, 0.6570680628272252, 0.25806451612903225, 2, 0.5340314136125655, 0.1765704584040747, 2, 0.7094240837696335, 0.40237691001697795, 2, 0.41361256544502617, 0.28862478777589134, 2, 0.8403141361256544, 0.35144312393887944, 2, 0.5392670157068062, 0.4057724957555178, 2, 0.5602094240837696, 0.533106960950764, 2, 0.42408376963350786, 0.533106960950764, 2, 0.7172774869109948, 0.7249575551782682, 2, 0.4424083769633508, 0.7775891341256367, 2]","[0.36780104712041883, 0.898132427843803]"
2037,3496,"[358, 144, 437, 537]","[0.8082252375301822, 0.1449086158172404, 2, 0.8234342604893427, 0.12216983882104737, 2, 0.7785145880285667, 0.12015501047961252, 2, 0.8527912117826055, 0.12994131956658167, 2, 0.7226302711088609, 0.12907782170596677, 2, 0.7848970251716247, 0.22532588454376165, 2, 0.6979405034324943, 0.22160148975791433, 2, 0.7459954233409611, 0.31471135940409684, 1, 0.7276887871853547, 0.39664804469273746, 2, 0.7505720823798627, 0.39106145251396646, 2, 0.8810068649885584, 0.44320297951582865, 2, 0.6430205949656751, 0.5567970204841713, 2, 0.5537757437070938, 0.5623836126629422, 1, 0.8192219679633868, 0.6722532588454376, 2, 0.38215102974828374, 0.7281191806331471, 1]","[0.4405034324942792, 0.8677839851024208]"
2039,3498,"[139, 53, 459, 911]","[0.8068917395178421, 0.15940837381797296, 2, 0.845433856065839, 0.13618984348212176, 2, 0.7884585533427132, 0.12774674154181226, 2, 0, 0, 0, 0.6921032619727212, 0.09059709300445036, 2, 0.7821350762527233, 0.2074643249176729, 2, 0.43137254901960786, 0.1668496158068057, 2, 0.7777777777777778, 0.27552140504939626, 2, 0.14814814814814814, 0.17892425905598244, 2, 0.9259259259259259, 0.3732162458836443, 1, 0.08496732026143791, 0.18880351262349068, 2, 0.599128540305011, 0.4796926454445664, 2, 0.4074074074074074, 0.46871569703622395, 2, 0.7276688453159041, 0.7058177826564215, 2, 0.48148148148148145, 0.6498353457738749, 2]","[0.5206971677559913, 0.9198682766191]"
2039,3499,"[122, 100, 758, 868]","[0.5680314055082559, 0.16107970888653564, 2, 0.5948000725270837, 0.14565133476651357, 2, 0.5460810985528171, 0.13209306660043355, 2, 0.617285752822899, 0.1391059639277163, 2, 0, 0, 0, 0.6266490765171504, 0.2557603686635945, 2, 0.3944591029023747, 0.2315668202764977, 1, 0.6292875989445911, 0.42857142857142855, 2, 0.20184696569920843, 0.3087557603686636, 2, 0.5989445910290238, 0.3640552995391705, 2, 0.2678100263852243, 0.18433179723502305, 1, 0.5435356200527705, 0.5552995391705069, 2, 0.3997361477572559, 0.5529953917050692, 1, 0.7084432717678101, 0.6578341013824884, 2, 0.2532981530343008, 0.7557603686635944, 2]","[0.4716358839050132, 0.8421658986175116]"
2040,3500,"[0, 103, 386, 640]","[0.6339579829394766, 0.10278363575967484, 2, 0.6611519605111164, 0.0818113950648252, 2, 0.6027517791687423, 0.07750939697357398, 2, 0, 0, 0, 0.5287484959410014, 0.07643389745076119, 2, 0.6865284974093264, 0.2015625, 2, 0.4274611398963731, 0.18125, 2, 0.45077720207253885, 0.2390625, 2, 0.19948186528497408, 0.2734375, 2, 0.40932642487046633, 0.121875, 2, 0.29015544041450775, 0.15, 2, 0.5077720207253886, 0.4421875, 2, 0.30569948186528495, 0.4375, 2, 0.6709844559585493, 0.6875, 2, 0.19170984455958548, 0.665625, 2]","[0.4365284974093264, 0.8984375]"
2041,3502,"[344, 92, 531, 652]","[0.029303109426889656, 0.14784422195513205, 2, 0.054382271811326995, 0.11924936104011558, 2, 0, 0, 0, 0.14968308887218898, 0.0988244603865324, 2, 0, 0, 0, 0.24858757062146894, 0.18558282208588958, 2, 0.16195856873822975, 0.20705521472392638, 2, 0.2994350282485876, 0.3895705521472393, 2, 0.3352165725047081, 0.37883435582822084, 2, 0.2862523540489642, 0.5598159509202454, 2, 0.4519774011299435, 0.4815950920245399, 2, 0.5819209039548022, 0.4187116564417178, 2, 0.4463276836158192, 0.455521472392638, 2, 0.6384180790960452, 0.6809815950920245, 2, 0.4124293785310734, 0.6211656441717791, 2]","[0.7966101694915254, 0.834355828220859]"
2042,3503,"[168, 60, 606, 511]","[0.3497751257519776, 0.4850969184812335, 2, 0.3425504747438955, 0.4409728219428312, 2, 0.3143743358123752, 0.4838117506208917, 2, 0, 0, 0, 0, 0, 0, 0.400990099009901, 0.4070450097847358, 2, 0.37458745874587457, 0.6281800391389433, 2, 0.4537953795379538, 0.2583170254403131, 2, 0.25577557755775576, 0.6477495107632094, 2, 0.5693069306930693, 0.20939334637964774, 1, 0.13036303630363036, 0.6712328767123288, 2, 0.693069306930693, 0.48336594911937375, 2, 0.7508250825082509, 0.6066536203522505, 2, 0.8118811881188119, 0.2700587084148728, 2, 0.834983498349835, 0.3659491193737769, 2]","[0.8952145214521452, 0.2964774951076321]"
2042,3504,"[130, 94, 580, 492]","[0.5836399819489296, 0.24131911841287165, 2, 0.610922188166456, 0.21113636494270013, 2, 0, 0, 0, 0.6755600305895186, 0.17650041833758534, 2, 0, 0, 0, 0.7706896551724138, 0.16056910569105692, 2, 0.5568965517241379, 0.32113821138211385, 2, 0.8706896551724138, 0.3231707317073171, 1, 0.5017241379310344, 0.6036585365853658, 1, 0.95, 0.3943089430894309, 2, 0.653448275862069, 0.6219512195121951, 2, 0.75, 0.5467479674796748, 1, 0.6051724137931035, 0.5630081300813008, 1, 0.9482758620689655, 0.5630081300813008, 2, 0.3913793103448276, 0.7073170731707317, 1]","[0.506896551724138, 0.8495934959349594]"
2043,3505,"[157, 68, 211, 699]","[0.46170092774165394, 0.09964651284880273, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8151658767772512, 0.18025751072961374, 2, 0.26066350710900477, 0.2088698140200286, 2, 0.8815165876777251, 0.3419170243204578, 2, 0.2037914691943128, 0.3562231759656652, 2, 0.7298578199052133, 0.4663805436337625, 2, 0.33175355450236965, 0.4248927038626609, 2, 0.7677725118483413, 0.4721030042918455, 2, 0.44075829383886256, 0.4678111587982833, 2, 0.5687203791469194, 0.6351931330472103, 2, 0.46445497630331756, 0.7010014306151645, 2]","[0.6824644549763033, 0.902002861230329]"
